Kept Isomer	Isomer[1]	Isomer[2]	Isomer[3]	Isomer[4]	Isomer[5]	Isomer[6]	Isomer[7]	Isomer[8]	Isomer[9]	Isomer[10]	Isomer[11]	Isomer[12]	Isomer[13]	Isomer[14]	Isomer[15]	Isomer[16]
LM:LMFA00000016																
LM:LMFA00000026																
LM:LMFA00000008																
LM:LMFA05000513																
LM:LMFA05000515																
LM:LMFA05000599																
LM:LMFA00000017																
LM:LMFA12000286																
LM:LMFA12000284																
LM:LMFA12000289																
LM:LMFA11000311																
LM:LMFA11000175																
LM:LMFA11000119																
LM:LMFA06000065																
LM:LMFA12000287																
LM:LMFA12000285																
LM:LMFA12000288																
LM:LMFA11000167																
LM:LMFA04000066																
LM:LMFA11000081	LM:LMFA11000435															
LM:LMFA11000132																
LM:LMFA06000170	LM:LMFA06000256															
LM:LMFA12000179																
LM:LMFA11000181																
LM:LMFA06000178	LM:LMFA06000190															
LM:LMFA11000088	LM:LMFA11000479															
LM:LMFA04000061																
LM:LMFA05000528																
LM:LMFA11000008																
LM:LMFA06000090	LM:LMFA06000216															
LM:LMFA11000102																
LM:LMFA06000259																
LM:LMFA11000113	LM:LMFA11000563															
LM:LMGL00000127																
LM:LMGP00000056																
LM:LMFA12000203	LM:LMFA12000207															
LM:LMFA06000099	LM:LMFA06000238															
LM:LMFA06000245																
LM:LMFA06000248																
LM:LMFA06000104																
LM:LMFA11000527																
LM:LMFA05000051	LM:LMFA05000219															
LM:LMFA05000213	LM:LMFA05000684															
LM:LMFA05000055	LM:LMFA05000211															
LM:LMFA05000175	LM:LMFA05000182															
LM:LMFA05000154																
LM:LMFA05000622																
LM:LMFA06000040																
LM:LMFA11000568																
LM:LMFA11000087																
LM:LMFA12000162																
LM:LMFA12000164																
LM:LMFA12000210																
LM:LMFA12000209																
LM:LMFA12000221																
LM:LMFA12000226																
LM:LMFA12000225																
LM:LMFA12000224																
LM:LMFA00000007																
LM:LMFA12000002																
LM:LMFA11000365																
LM:LMFA11000393																
LM:LMFA11000679																
LM:LMFA05000044																
LM:LMFA11000027	LM:LMFA11000448															
LM:LMPK01000061																
LM:LMFA11000600																
LM:LMFA05000512	LM:LMFA05000621															
LM:LMFA05000532																
LM:LMFA05000527																
LM:LMFA00000023																
LM:LMFA12000325																
LM:LMFA12000294	LM:LMFA12000295															
LM:LMFA12000291																
LM:LMFA12000303	LM:LMFA12000304															
LM:LMFA11000332																
LM:LMFA12000168																
LM:LMFA06000202																
LM:LMFA11000443																
LM:LMFA05000200																
LM:LMFA06000072																
LM:LMFA12000296	LM:LMFA12000297															
LM:LMFA12000292	LM:LMFA12000293															
LM:LMFA12000301																
LM:LMFA11000064																
LM:LMFA12000299	LM:LMFA12000300															
LM:LMFA11000160																
LM:LMFA11000063	LM:LMFA11000166															
LM:LMFA11000179																
LM:LMFA12000206																
LM:LMFA11000142																
LM:LMFA11000467																
LM:LMFA11000505																
LM:LMFA11000112	LM:LMFA11000562															
LM:LMFA06000246																
LM:LMFA11000134																
LM:LMFA11000154																
LM:LMFA11000544																
LM:LMFA11000545																
LM:LMFA06000052																
LM:LMFA11000591																
LM:LMFA12000212																
LM:LMFA12000219																
LM:LMFA12000217	LM:LMFA12000218															
LM:LMFA12000172																
LM:LMFA12000216																
LM:LMFA12000213																
LM:LMFA12000211	LM:LMFA12000214															
LM:LMFA12000163																
LM:LMFA11000408																
LM:LMFA11000011																
LM:LMFA11000463																
LM:LMFA11000030	LM:LMFA11000511															
LM:LMFA11000032																
LM:LMFA11000195																
LM:LMFA11000211																
LM:LMFA11000439																
LM:LMFA11000183																
LM:LMFA12000236																
LM:LMFA05000516																
LM:LMFA12000264																
LM:LMFA12000269																
LM:LMFA12000270																
LM:LMFA12000265																
LM:LMFA12000258																
LM:LMPK03000010	LM:LMPK03000011															
LM:LMFA05000646																
LM:LMFA05000533	LM:LMFA05000534															
LM:LMFA05000535																
LM:LMFA12000308																
LM:LMFA12000309	LM:LMFA12000310															
LM:LMFA12000307																
LM:LMFA12000279																
LM:LMFA12000282	LM:LMFA12000283															
LM:LMFA12000280																
LM:LMFA11000313																
LM:LMFA06000085																
LM:LMFA06000075																
LM:LMFA11000411																
LM:LMFA12000311	LM:LMFA12000312															
LM:LMFA12000313																
LM:LMFA11000158																
LM:LMFA11000163																
LM:LMFA11000139																
LM:LMFA12000190																
LM:LMFA11000339																
LM:LMFA11000096																
LM:LMFA11000105																
LM:LMFA11000067																
LM:LMFA05000174	LM:LMFA05000181															
LM:LMFA06000064																
LM:LMFA11000004																
LM:LMFA12000176																
LM:LMFA12000178																
LM:LMFA06000189																
LM:LMFA12000058																
LM:LMFA11000405																
LM:LMFA11000209																
LM:LMFA11000543																
LM:LMFA05000523																
LM:LMFA11000710																
LM:LMSL02000002																
LM:LMSL02000003																
LM:LMFA05000588																
LM:LMFA12000314																
LM:LMFA12000319																
LM:LMFA12000320	LM:LMFA12000321															
LM:LMFA12000315																
LM:LMFA11000331																
LM:LMFA04000049																
LM:LMFA06000079																
LM:LMFA11000033	LM:LMFA11000065															
LM:LMFA12000316	LM:LMFA12000317	LM:LMFA12000318														
LM:LMFA12000322	LM:LMFA12000323															
LM:LMFA12000324																
LM:LMFA11000159																
LM:LMFA11000164																
LM:LMFA11000140																
LM:LMFA11000127																
LM:LMFA11000133																
LM:LMFA11000147																
LM:LMFA11000106	LM:LMFA11000547															
LM:LMFA11000152																
LM:LMFA06000071																
LM:LMFA11000001																
LM:LMFA12000215																
LM:LMFA12000222																
LM:LMFA12000177																
LM:LMFA12000183																
LM:LMFA11000403																
LM:LMFA11000431																
LM:LMFA11000024	LM:LMFA11000334															
LM:LMFA11000009																
LM:LMFA11000010																
LM:LMFA11000460																
LM:LMFA12000198	LM:LMFA12000202															
LM:LMFA11000385																
LM:LMFA11000481																
LM:LMFA11000189																
LM:LMFA11000236																
LM:LMFA11000203																
LM:LMFA11000197																
LM:LMFA11000243																
LM:LMFA11000201																
LM:LMFA11000553																
LM:LMFA11000194																
LM:LMFA11000204																
LM:LMFA11000184																
LM:LMFA11000221																
LM:LMFA11000488																
LM:LMFA11000207																
LM:LMFA11000018	LM:LMFA11000255															
LM:LMFA11000232																
LM:LMFA11000266																
LM:LMFA11000440																
LM:LMFA11000490																
LM:LMFA11000526																
LM:LMFA11000256																
LM:LMFA11000498																
LM:LMFA12000263																
LM:LMFA05000682																
LM:LMFA05000669																
LM:LMFA05000698																
LM:LMFA12000305	LM:LMFA12000306															
LM:LMFA11000329																
LM:LMFA11000537																
LM:LMFA05000209																
LM:LMFA11000162																
LM:LMFA11000138																
LM:LMFA11000429																
LM:LMFA11000041																
LM:LMFA11000104	LM:LMFA11000546															
LM:LMFA11000150																
LM:LMFA11000069																
LM:LMFA06000074																
LM:LMFA11000586																
LM:LMFA12000186																
LM:LMFA12000188																
LM:LMFA05000567																
LM:LMSL02000001																
LM:LMGP00000051																
LM:LMFA12000056																
LM:LMFA06000116																
LM:LMFA11000398																
LM:LMFA11000694																
LM:LMFA11000020	LM:LMFA11000273															
LM:LMFA11000248																
LM:LMFA11000552																
LM:LMFA11000219																
LM:LMFA11000231																
LM:LMFA11000263																
LM:LMFA11000275																
LM:LMFA05000526																
LM:LMFA05000590																
LM:LMFA12000326																
LM:LMFA12000327																
LM:LMFA12000329																
LM:LMFA11000327																
LM:LMFA11000536																
LM:LMSP00000010																
LM:LMSP00000011																
LM:LMSP04000001																
LM:LMSP00000003																
LM:LMSP00000001																
LM:LMSP07000001																
LM:LMSP08000002																
LM:LMFA06000089	LM:LMFA06000112															
LM:LMFA12000328																
LM:LMFA11000128																
LM:LMFA11000169	LM:LMFA11000369															
LM:LMFA11000144																
LM:LMFA11000455																
LM:LMFA11000146																
LM:LMFA11000092																
LM:LMFA11000117	LM:LMFA11000566															
LM:LMFA11000156																
LM:LMFA11000073																
LM:LMFA11000076																
LM:LMFA06000078																
LM:LMFA11000006																
LM:LMFA12000194																
LM:LMFA06000115																
LM:LMFA05000069																
LM:LMFA12000187																
LM:LMFA11000346																
LM:LMFA05000071																
LM:LMFA11000397																
LM:LMFA11000192																
LM:LMFA11000235																
LM:LMFA11000279																
LM:LMFA11000539																
LM:LMFA11000202																
LM:LMFA11000252																
LM:LMFA11000198																
LM:LMFA11000225																
LM:LMFA11000241																
LM:LMFA11000271																
LM:LMFA11000287																
LM:LMFA11000508																
LM:LMFA11000288																
LM:LMFA11000529																
LM:LMFA11000559																
LM:LMFA11000357																
LM:LMFA11000378																
LM:LMFA11000193																
LM:LMFA11000237																
LM:LMFA11000486																
LM:LMFA11000188																
LM:LMFA11000217																
LM:LMFA11000358																
LM:LMFA11000487																
LM:LMFA11000542																
LM:LMFA11000206																
LM:LMFA11000253																
LM:LMFA11000229																
LM:LMFA11000261																
LM:LMFA11000438																
LM:LMFA11000493																
