Kept Isomer	Isomer[1]	Isomer[2]	Isomer[3]	Isomer[4]	Isomer[5]	Isomer[6]	Isomer[7]	Isomer[8]	Isomer[9]	Isomer[10]	Isomer[11]	Isomer[12]	Isomer[13]	Isomer[14]	Isomer[15]	Isomer[16]
LM:LMSP0505DX07																
LM:LMSP0505DX08																
LM:LMSP0505EB07																
LM:LMSP0505EB08																
LM:LMSP0505EG07																
LM:LMSP0505EG08																
LM:LMSP0505EH07																
LM:LMSP0505EH08																
LM:LMSP0505DY07																
LM:LMSP0505DY08																
LM:LMSP0505EI07																
LM:LMSP0505EI08																
LM:LMSP0505CQ07																
LM:LMSP0505CQ08																
LM:LMSP0505CR07																
LM:LMSP0505CR08																
LM:LMSP0505BO07																
LM:LMSP0505BO08																
LM:LMSP0505BP07																
LM:LMSP0505BP08																
LM:LMSP0505CO07																
LM:LMSP0505CO08																
LM:LMSP0505EA07																
LM:LMSP0505EA08																
LM:LMSP0505BQ07																
LM:LMSP0505BQ08																
LM:LMSP0505BR07																
LM:LMSP0505BR08																
LM:LMSP0505BS07																
LM:LMSP0505BS08																
LM:LMSP0505BT07																
LM:LMSP0505BT08																
LM:LMSP0505BU07																
LM:LMSP0505BU08																
LM:LMSP0505AT07																
LM:LMSP0505AT08																
LM:LMSP0505EP07																
LM:LMSP0505EP08																
LM:LMSP0505DO07																
LM:LMSP0505DO08																
LM:LMSP0505DP07																
LM:LMSP0505DP08																
LM:LMSP0505DR07																
LM:LMSP0505DR08																
LM:LMSP0505DQ07																
LM:LMSP0505DQ08																
LM:LMSP0505DS07																
LM:LMSP0505DS08																
LM:LMSP0505CB07																
LM:LMSP0505CB08																
LM:LMSP0505DZ07																
LM:LMSP0505DZ08																
LM:LMSP0505EC07																
LM:LMSP0505EC08																
LM:LMSP0505ED07																
LM:LMSP0505ED08																
LM:LMSP0505EJ07																
LM:LMSP0505EJ08																
LM:LMSP0505CZ01																
LM:LMSP0505DI01																
LM:LMSP0505DA01	LM:LMSP0505DC01															
LM:LMSP0505DM01																
LM:LMSP0505DE01																
LM:LMSP0505DN01																
LM:LMSP0505DB01																
LM:LMSP0505DK01																
LM:LMSP0505DJ01																
LM:LMSP0505DL01																
LM:LMSP0505DD01																
LM:LMSP0505DF01																
LM:LMSP0505AA01																
LM:LMSP0505AB01																
LM:LMSP0505AD01																
LM:LMSP0505AG01																
LM:LMSP0505AK01	LM:LMSP0505BN01	LM:LMSP0505CE01														
LM:LMSP0505CG01																
LM:LMSP0505AF01	LM:LMSP0505CU01															
LM:LMSP0505BM01																
LM:LMSP0505AC01	LM:LMSP0505BJ01															
LM:LMSP0505CV01																
LM:LMSP0505AE01																
LM:LMSP0505CY01																
LM:LMSP0505EL01																
LM:LMSP0505BG01																
LM:LMSP0505CK01																
LM:LMSP0505AH01																
LM:LMSP0505AI01																
LM:LMSP0505AJ01																
LM:LMSP0505CN01																
LM:LMSP0505CI01																
LM:LMSP0505CJ01																
LM:LMSP0505AL01	LM:LMSP0505CF01															
LM:LMSP0505AV01																
LM:LMSP0505AS01																
LM:LMSP0505AU01																
LM:LMSP0505AM01																
LM:LMSP0505AZ01																
LM:LMSP0505BA01																
LM:LMSP0505BF01																
LM:LMSP0505BH01																
LM:LMSP0505AQ01																
LM:LMSP0505BL01																
LM:LMSP0505AO01																
LM:LMSP0505AW01																
LM:LMSP0505AX01																
LM:LMSP0505AY01																
LM:LMSP0505BE01																
LM:LMSP0505BI01																
LM:LMSP0505BD01																
LM:LMSP0505CH01																
LM:LMSP0505BC01																
LM:LMSP0505BB01																
LM:LMSP0505CS01																
LM:LMSP0505CC01																
LM:LMSP0505CT01																
LM:LMSP0505BV01																
LM:LMSP0505EN01																
LM:LMSP0505CD01																
LM:LMSP0505BW01																
LM:LMSP0505BX01																
LM:LMSP0505BY01																
LM:LMSP0505BK01																
LM:LMSP0505AN01																
LM:LMSP0505BZ01																
LM:LMSP0505AP01																
LM:LMSP0505CP01																
LM:LMSP0505EM01																
LM:LMSP0505EE01																
LM:LMSP0505EO01																
LM:LMSP0505CA01																
LM:LMSP0505CL01																
LM:LMSP0505AR01																
LM:LMSP0505EF01																
LM:LMSP0505DX01																
LM:LMSP0505EB01																
LM:LMSP0505EG01																
LM:LMSP0505EH01																
LM:LMSP0505DY01																
LM:LMSP0505EI01																
LM:LMSP0505CQ01																
LM:LMSP0505CR01																
LM:LMSP0505BO01																
LM:LMSP0505BP01																
LM:LMSP0505CO01																
LM:LMSP0505EA01																
LM:LMSP0505BQ01																
LM:LMSP0505BR01																
LM:LMSP0505BS01																
LM:LMSP0505BT01																
LM:LMSP0505BU01																
LM:LMSP0505AT01																
LM:LMSP0505EP01																
LM:LMSP0505DO01																
LM:LMSP0505DP01																
LM:LMSP0505DR01																
LM:LMSP0505DQ01																
LM:LMSP0505DS01																
LM:LMSP0505CB01																
LM:LMSP0505DZ01																
LM:LMSP0505EC01																
LM:LMSP0505ED01																
LM:LMSP0505EJ01																
LM:LMSP0505CZ02																
LM:LMSP0505DI02																
LM:LMSP0505DA02	LM:LMSP0505DC02															
LM:LMSP0505DM02																
LM:LMSP0505DE02																
LM:LMSP0505DN02																
LM:LMSP0505DB02																
LM:LMSP0505DK02																
LM:LMSP0505DJ02																
LM:LMSP0505DL02																
LM:LMSP0505DD02																
LM:LMSP0505DF02																
LM:LMSP0505AA02																
LM:LMSP0505AB02																
LM:LMSP0505AD02																
LM:LMSP0505AG02																
LM:LMSP0505AK02	LM:LMSP0505BN02	LM:LMSP0505CE02														
LM:LMSP0505CG02																
LM:LMSP0505AF02	LM:LMSP0505CU02															
LM:LMSP0505BM02																
LM:LMSP0505AC02	LM:LMSP0505BJ02															
LM:LMSP0505CV02																
LM:LMSP0505AE02																
LM:LMSP0505CY02																
LM:LMSP0505EL02																
LM:LMSP0505BG02																
LM:LMSP0505CK02																
LM:LMSP0505AH02																
LM:LMSP0505AI02																
LM:LMSP0505AJ02																
LM:LMSP0505CN02																
LM:LMSP0505CI02																
LM:LMSP0505CJ02																
LM:LMSP0505AL02	LM:LMSP0505CF02															
LM:LMSP0505AV02																
LM:LMSP0505AS02																
LM:LMSP0505AU02																
LM:LMSP0505AM02																
LM:LMSP0505AZ02																
LM:LMSP0505BA02																
LM:LMSP0505BF02																
LM:LMSP0505BH02																
LM:LMSP0505AQ02																
LM:LMSP0505BL02																
LM:LMSP0505AO02																
LM:LMSP0505AW02																
LM:LMSP0505AX02																
LM:LMSP0505AY02																
LM:LMSP0505BE02																
LM:LMSP0505BI02																
LM:LMSP0505BD02																
LM:LMSP0505CH02																
LM:LMSP0505BC02																
LM:LMSP0505BB02																
LM:LMSP0505CS02																
LM:LMSP0505CC02																
LM:LMSP0505CT02																
LM:LMSP0505BV02																
LM:LMSP0505EN02																
LM:LMSP0505CD02																
LM:LMSP0505BW02																
LM:LMSP0505BX02																
LM:LMSP0505BY02																
LM:LMSP0505BK02																
LM:LMSP0505AN02																
LM:LMSP0505BZ02																
LM:LMSP0505AP02																
LM:LMSP0505CP02																
LM:LMSP0505EM02																
LM:LMSP0505EE02																
LM:LMSP0505EO02																
LM:LMSP0505CA02																
LM:LMSP0505CL02																
LM:LMSP0505AR02																
LM:LMSP0505EF02																
LM:LMSP0505DX02																
LM:LMSP0505EB02																
LM:LMSP0505EG02																
LM:LMSP0505EH02																
LM:LMSP0505DY02																
LM:LMSP0505EI02																
LM:LMSP0505CQ02																
LM:LMSP0505CR02																
LM:LMSP0505BO02																
LM:LMSP0505BP02																
LM:LMSP0505CO02																
LM:LMSP0505EA02																
LM:LMSP0505BQ02																
LM:LMSP0505BR02																
LM:LMSP0505BS02																
LM:LMSP0505BT02																
LM:LMSP0505BU02																
LM:LMSP0505AT02																
LM:LMSP0505EP02																
LM:LMSP0505DO02																
LM:LMSP0505DP02																
LM:LMSP0505DR02																
LM:LMSP0505DQ02																
LM:LMSP0505DS02																
LM:LMSP0505CB02																
LM:LMSP0505DZ02																
LM:LMSP0505EC02																
LM:LMSP0505ED02																
LM:LMSP0505EJ02																
LM:LMSP0505CZ03																
LM:LMSP0505DI03																
LM:LMSP0505DA03	LM:LMSP0505DC03															
LM:LMSP0505DM03																
LM:LMSP0505DE03																
LM:LMSP0505DN03																
LM:LMSP0505DB03																
LM:LMSP0505DK03																
LM:LMSP0505DJ03																
LM:LMSP0505DL03																
LM:LMSP0505DD03																
LM:LMSP0505DF03																
LM:LMSP0505AA03																
LM:LMSP0505AB03																
LM:LMSP0505AD03																
LM:LMSP0505AG03																
LM:LMSP0505AK03	LM:LMSP0505BN03	LM:LMSP0505CE03														
LM:LMSP0505CG03																
LM:LMSP0505AF03	LM:LMSP0505CU03															
LM:LMSP0505BM03																
LM:LMSP0505AC03	LM:LMSP0505BJ03															
LM:LMSP0505CV03																
LM:LMSP0505AE03																
LM:LMSP0505CY03																
LM:LMSP0505EL03																
LM:LMSP0505BG03																
LM:LMSP0505CK03																
LM:LMSP0505AH03																
LM:LMSP0505AI03																
LM:LMSP0505AJ03																
LM:LMSP0505CN03																
LM:LMSP0505CI03																
LM:LMSP0505CJ03																
LM:LMSP0505AL03	LM:LMSP0505CF03															
LM:LMSP0505AV03																
LM:LMSP0505AS03																
LM:LMSP0505AU03																
LM:LMSP0505AM03																
LM:LMSP0505AZ03																
LM:LMSP0505BA03																
LM:LMSP0505BF03																
LM:LMSP0505BH03																
LM:LMSP0505AQ03																
LM:LMSP0505BL03																
LM:LMSP0505AO03																
LM:LMSP0505AW03																
LM:LMSP0505AX03																
LM:LMSP0505AY03																
LM:LMSP0505BE03																
LM:LMSP0505BI03																
LM:LMSP0505BD03																
LM:LMSP0505CH03																
LM:LMSP0505BC03																
LM:LMSP0505BB03																
LM:LMSP0505CS03																
LM:LMSP0505CC03																
LM:LMSP0505CT03																
LM:LMSP0505BV03																
LM:LMSP0505EN03																
LM:LMSP0505CD03																
LM:LMSP0505BW03																
LM:LMSP0505BX03																
LM:LMSP0505BY03																
LM:LMSP0505BK03																
LM:LMSP0505AN03																
LM:LMSP0505BZ03																
LM:LMSP0505AP03																
LM:LMSP0505CP03																
LM:LMSP0505EM03																
LM:LMSP0505EE03																
LM:LMSP0505EO03																
LM:LMSP0505CA03																
LM:LMSP0505CL03																
LM:LMSP0505AR03																
LM:LMSP0505EF03																
LM:LMSP0505DX03																
LM:LMSP0505EB03																
LM:LMSP0505EG03																
LM:LMSP0505EH03																
LM:LMSP0505DY03																
LM:LMSP0505EI03																
LM:LMSP0505CQ03																
LM:LMSP0505CR03																
LM:LMSP0505BO03																
LM:LMSP0505BP03																
LM:LMSP0505CO03																
LM:LMSP0505EA03																
LM:LMSP0505BQ03																
LM:LMSP0505BR03																
LM:LMSP0505BS03																
LM:LMSP0505BT03																
LM:LMSP0505BU03																
LM:LMSP0505AT03																
LM:LMSP0505EP03																
LM:LMSP0505DO03																
LM:LMSP0505DP03																
LM:LMSP0505DR03																
LM:LMSP0505DQ03																
LM:LMSP0505DS03																
LM:LMSP0505CB03																
LM:LMSP0505DZ03																
LM:LMSP0505EC03																
LM:LMSP0505ED03																
LM:LMSP0505EJ03																
LM:LMSP0505CZ04																
LM:LMSP0505DI04																
LM:LMSP0505DA04	LM:LMSP0505DC04															
LM:LMSP0505DM04																
LM:LMSP0505DE04																
LM:LMSP0505DN04																
LM:LMSP0505DB04																
LM:LMSP0505DK04																
LM:LMSP0505DJ04																
LM:LMSP0505DL04																
LM:LMSP0505DD04																
LM:LMSP0505DF04																
LM:LMSP0505AA04																
LM:LMSP0505AB04																
LM:LMSP0505AD04																
LM:LMSP0505AG04																
LM:LMSP0505AK04	LM:LMSP0505BN04	LM:LMSP0505CE04														
LM:LMSP0505CG04																
LM:LMSP0505AF04	LM:LMSP0505CU04															
LM:LMSP0505BM04																
LM:LMSP0505AC04	LM:LMSP0505BJ04															
LM:LMSP0505CV04																
LM:LMSP0505AE04																
LM:LMSP0505CY04																
LM:LMSP0505EL04																
LM:LMSP0505BG04																
LM:LMSP0505CK04																
LM:LMSP0505AH04																
LM:LMSP0505AI04																
LM:LMSP0505AJ04																
LM:LMSP0505CN04																
LM:LMSP0505CI04																
LM:LMSP0505CJ04																
LM:LMSP0505AL04	LM:LMSP0505CF04															
LM:LMSP0505AV04																
LM:LMSP0505AS04																
LM:LMSP0505AU04																
LM:LMSP0505AM04																
LM:LMSP0505AZ04																
LM:LMSP0505BA04																
LM:LMSP0505BF04																
LM:LMSP0505BH04																
LM:LMSP0505AQ04																
LM:LMSP0505BL04																
LM:LMSP0505AO04																
LM:LMSP0505AW04																
LM:LMSP0505AX04																
LM:LMSP0505AY04																
LM:LMSP0505BE04																
LM:LMSP0505BI04																
LM:LMSP0505BD04																
LM:LMSP0505CH04																
LM:LMSP0505BC04																
LM:LMSP0505BB04																
LM:LMSP0505CS04																
LM:LMSP0505CC04																
LM:LMSP0505CT04																
LM:LMSP0505BV04																
LM:LMSP0505EN04																
LM:LMSP0505CD04																
LM:LMSP0505BW04																
LM:LMSP0505BX04																
LM:LMSP0505BY04																
LM:LMSP0505BK04																
LM:LMSP0505AN04																
LM:LMSP0505BZ04																
LM:LMSP0505AP04																
LM:LMSP0505CP04																
LM:LMSP0505EM04																
LM:LMSP0505EE04																
LM:LMSP0505EO04																
LM:LMSP0505CA04																
LM:LMSP0505CL04																
LM:LMSP0505AR04																
LM:LMSP0505EF04																
LM:LMSP0505DX04																
LM:LMSP0505EB04																
LM:LMSP0505EG04																
LM:LMSP0505EH04																
LM:LMSP0505DY04																
LM:LMSP0505EI04																
LM:LMSP0505CQ04																
LM:LMSP0505CR04																
LM:LMSP0505BO04																
LM:LMSP0505BP04																
LM:LMSP0505CO04																
LM:LMSP0505EA04																
LM:LMSP0505BQ04																
LM:LMSP0505BR04																
LM:LMSP0505BS04																
LM:LMSP0505BT04																
LM:LMSP0505BU04																
LM:LMSP0505AT04																
LM:LMSP0505EP04																
LM:LMSP0505DO04																
LM:LMSP0505DP04																
LM:LMSP0505DR04																
LM:LMSP0505DQ04																
LM:LMSP0505DS04																
LM:LMSP0505CB04																
LM:LMSP0505DZ04																
LM:LMSP0505EC04																
LM:LMSP0505ED04																
LM:LMSP0505EJ04																
LM:LMSP0505CZ05																
LM:LMSP0505DI05																
LM:LMSP0505DA05	LM:LMSP0505DC05															
LM:LMSP0505DM05																
LM:LMSP0505DE05																
LM:LMSP0505DN05																
LM:LMSP0505DB05																
LM:LMSP0505DK05																
LM:LMSP0505DJ05																
LM:LMSP0505DL05																
LM:LMSP0505DD05																
LM:LMSP0505DF05																
LM:LMSP0505AA05																
LM:LMSP0505AB05																
LM:LMSP0505AD05																
LM:LMSP0505AG05																
LM:LMSP0505AK05	LM:LMSP0505BN05	LM:LMSP0505CE05														
LM:LMSP0505CG05																
LM:LMSP0505AF05	LM:LMSP0505CU05															
LM:LMSP0505BM05																
LM:LMSP0505AC05	LM:LMSP0505BJ05															
LM:LMSP0505CV05																
LM:LMSP0505AE05																
LM:LMSP0505CY05																
LM:LMSP0505EL05																
LM:LMSP0505BG05																
LM:LMSP0505CK05																
LM:LMSP0505AH05																
LM:LMSP0505AI05																
LM:LMSP0505AJ05																
LM:LMSP0505CN05																
LM:LMSP0505CI05																
LM:LMSP0505CJ05																
LM:LMSP0505AL05	LM:LMSP0505CF05															
LM:LMSP0505AV05																
LM:LMSP0505AS05																
LM:LMSP0505AU05																
LM:LMSP0505AM05																
LM:LMSP0505AZ05																
LM:LMSP0505BA05																
LM:LMSP0505BF05																
LM:LMSP0505BH05																
LM:LMSP0505AQ05																
LM:LMSP0505BL05																
LM:LMSP0505AO05																
LM:LMSP0505AW05																
LM:LMSP0505AX05																
LM:LMSP0505AY05																
LM:LMSP0505BE05																
LM:LMSP0505BI05																
LM:LMSP0505BD05																
LM:LMSP0505CH05																
LM:LMSP0505BC05																
LM:LMSP0505BB05																
LM:LMSP0505CS05																
LM:LMSP0505CC05																
LM:LMSP0505CT05																
LM:LMSP0505BV05																
LM:LMSP0505EN05																
LM:LMSP0505CD05																
LM:LMSP0505BW05																
LM:LMSP0505BX05																
LM:LMSP0505BY05																
LM:LMSP0505BK05																
LM:LMSP0505AN05																
LM:LMSP0505BZ05																
LM:LMSP0505AP05																
LM:LMSP0505CP05																
LM:LMSP0505EM05																
LM:LMSP0505EE05																
LM:LMSP0505EO05																
LM:LMSP0505CA05																
LM:LMSP0505CL05																
LM:LMSP0505AR05																
LM:LMSP0505EF05																
LM:LMSP0505DX05																
LM:LMSP0505EB05																
LM:LMSP0505EG05																
LM:LMSP0505EH05																
LM:LMSP0505DY05																
LM:LMSP0505EI05																
LM:LMSP0505CQ05																
LM:LMSP0505CR05																
LM:LMSP0505BO05																
LM:LMSP0505BP05																
LM:LMSP0505CO05																
LM:LMSP0505EA05																
LM:LMSP0505BQ05																
LM:LMSP0505BR05																
LM:LMSP0505BS05																
LM:LMSP0505BT05																
LM:LMSP0505BU05																
LM:LMSP0505AT05																
LM:LMSP0505EP05																
LM:LMSP0505DO05																
LM:LMSP0505DP05																
LM:LMSP0505DR05																
LM:LMSP0505DQ05																
LM:LMSP0505DS05																
LM:LMSP0505CB05																
LM:LMSP0505DZ05																
LM:LMSP0505EC05																
LM:LMSP0505ED05																
LM:LMSP0505EJ05																
LM:LMSP0505CZ06																
LM:LMSP0505DI06																
LM:LMSP0505DA06	LM:LMSP0505DC06															
LM:LMSP0505DM06																
LM:LMSP0505DE06																
LM:LMSP0505DN06																
LM:LMSP0505DB06																
LM:LMSP0505DK06																
LM:LMSP0505DJ06																
LM:LMSP0505DL06																
LM:LMSP0505DD06																
LM:LMSP0505DF06																
LM:LMSP0505AA06																
LM:LMSP0505AB06																
LM:LMSP0505AD06																
LM:LMSP0505AG06																
LM:LMSP0505AK06	LM:LMSP0505BN06	LM:LMSP0505CE06														
LM:LMSP0505CG06																
LM:LMSP0505AF06	LM:LMSP0505CU06															
LM:LMSP0505BM06																
LM:LMSP0505AC06	LM:LMSP0505BJ06															
LM:LMSP0505CV06																
LM:LMSP0505AE06																
LM:LMSP0505CY06																
LM:LMSP0505EL06																
LM:LMSP0505BG06																
LM:LMSP0505CK06																
LM:LMSP0505AH06																
LM:LMSP0505AI06																
LM:LMSP0505AJ06																
LM:LMSP0505CN06																
LM:LMSP0505CI06																
LM:LMSP0505CJ06																
LM:LMSP0505AL06	LM:LMSP0505CF06															
LM:LMSP0505AV06																
LM:LMSP0505AS06																
LM:LMSP0505AU06																
LM:LMSP0505AM06																
LM:LMSP0505AZ06																
LM:LMSP0505BA06																
LM:LMSP0505BF06																
LM:LMSP0505BH06																
LM:LMSP0505AQ06																
LM:LMSP0505BL06																
LM:LMSP0505AO06																
LM:LMSP0505AW06																
LM:LMSP0505AX06																
LM:LMSP0505AY06																
LM:LMSP0505BE06																
LM:LMSP0505BI06																
LM:LMSP0505BD06																
LM:LMSP0505CH06																
LM:LMSP0505BC06																
LM:LMSP0505BB06																
LM:LMSP0505CS06																
LM:LMSP0505CC06																
LM:LMSP0505CT06																
LM:LMSP0505BV06																
LM:LMSP0505EN06																
LM:LMSP0505CD06																
LM:LMSP0505BW06																
LM:LMSP0505BX06																
LM:LMSP0505BY06																
LM:LMSP0505BK06																
LM:LMSP0505AN06																
LM:LMSP0505BZ06																
LM:LMSP0505AP06																
LM:LMSP0505CP06																
LM:LMSP0505EM06																
LM:LMSP0505EE06																
LM:LMSP0505EO06																
LM:LMSP0505CA06																
LM:LMSP0505CL06																
LM:LMSP0505AR06																
LM:LMSP0505EF06																
LM:LMSP0505DX06																
LM:LMSP0505EB06																
LM:LMSP0505EG06																
LM:LMSP0505EH06																
LM:LMSP0505DY06																
LM:LMSP0505EI06																
LM:LMSP0505CQ06																
LM:LMSP0505CR06																
LM:LMSP0505BO06																
LM:LMSP0505BP06																
LM:LMSP0505CO06																
LM:LMSP0505EA06																
LM:LMSP0505BQ06																
LM:LMSP0505BR06																
LM:LMSP0505BS06																
LM:LMSP0505BT06																
LM:LMSP0505BU06																
LM:LMSP0505AT06																
LM:LMSP0505EP06																
LM:LMSP0505DO06																
LM:LMSP0505DP06																
LM:LMSP0505DR06																
LM:LMSP0505DQ06																
LM:LMSP0505DS06																
LM:LMSP0505CB06																
LM:LMSP0505DZ06																
LM:LMSP0505EC06																
LM:LMSP0505ED06																
LM:LMSP0505EJ06																
LM:LMSP0601AA07																
LM:LMSP0601AA08																
LM:LMSP0601AL07																
LM:LMSP0601AL08																
LM:LMSP0601BK07																
LM:LMSP0601BK08																
LM:LMSP0601AK07																
LM:LMSP0601AK08																
LM:LMSP0601AJ07																
LM:LMSP0601AJ08																
LM:LMSP0601DH07																
LM:LMSP0601DH08																
LM:LMSP0601DT07																
LM:LMSP0601DT08																
LM:LMSP0601DK07																
LM:LMSP0601DK08																
LM:LMSP0601EB07																
LM:LMSP0601EB08																
LM:LMSP0601GK07																
LM:LMSP0601GK08																
LM:LMSP0601DV07																
LM:LMSP0601DV08																
LM:LMSP0601GL07																
LM:LMSP0601GL08																
LM:LMSP0601DP07																
LM:LMSP0601DP08																
LM:LMSP0601GW07																
LM:LMSP0601GW08																
LM:LMSP0601GH07																
LM:LMSP0601GH08																
LM:LMSP0601DY07																
LM:LMSP0601DY08																
LM:LMSP0601EC07																
LM:LMSP0601EC08																
LM:LMSP0601DL07																
LM:LMSP0601DL08																
LM:LMSP0601FG07																
LM:LMSP0601FG08																
LM:LMSP0601FH07																
LM:LMSP0601FH08																
LM:LMSP0601FF07																
LM:LMSP0601FF08																
LM:LMSP0601ET07																
LM:LMSP0601ET08																
LM:LMSP0601EG07																
LM:LMSP0601EG08																
LM:LMSP0601EF07																
LM:LMSP0601EF08																
LM:LMSP0601EE07																
LM:LMSP0601EE08																
LM:LMSP0601GE07																
LM:LMSP0601GE08																
LM:LMSP0601GF07																
LM:LMSP0601GF08																
LM:LMSP0601FX07																
LM:LMSP0601FX08																
LM:LMSP0601EU07																
LM:LMSP0601EU08																
LM:LMSP0601EL07																
LM:LMSP0601EL08																
LM:LMSP0601FM07																
LM:LMSP0601FM08																
LM:LMSP0601EM07																
LM:LMSP0601EM08																
LM:LMSP0601EN07																
LM:LMSP0601EN08																
LM:LMSP0601EO07																
LM:LMSP0601EO08																
LM:LMSP0601GB07																
LM:LMSP0601GB08																
LM:LMSP0601EI07	LM:LMSP0601FN07															
LM:LMSP0601EI08	LM:LMSP0601FN08															
LM:LMSP0601FJ07																
LM:LMSP0601FJ08																
LM:LMSP0601EJ07																
LM:LMSP0601EJ08																
LM:LMSP0601EW07																
LM:LMSP0601EW08																
LM:LMSP0601FK07																
LM:LMSP0601FK08																
LM:LMSP0601ES07																
LM:LMSP0601ES08																
LM:LMSP0601FV07																
LM:LMSP0601FV08																
LM:LMSP0601FU07																
LM:LMSP0601FU08																
LM:LMSP0601FW07																
LM:LMSP0601FW08																
LM:LMSP0601FL07																
LM:LMSP0601FL08																
LM:LMSP0601GT07																
LM:LMSP0601GT08																
LM:LMSP0601EH07																
LM:LMSP0601EH08																
LM:LMSP0601EX07																
LM:LMSP0601EX08																
LM:LMSP0601FI07																
LM:LMSP0601FI08																
LM:LMSP0601ED07																
LM:LMSP0601ED08																
LM:LMSP0601GG07																
LM:LMSP0601GG08																
LM:LMSP0601EP07																
LM:LMSP0601EP08																
LM:LMSP0601EY07	LM:LMSP0601FO07															
LM:LMSP0601EY08	LM:LMSP0601FO08															
LM:LMSP0601EQ07																
LM:LMSP0601EQ08																
LM:LMSP0601EZ07	LM:LMSP0601GC07															
LM:LMSP0601EZ08	LM:LMSP0601GC08															
LM:LMSP0601ER07																
LM:LMSP0601ER08																
LM:LMSP0601FP07	LM:LMSP0601FY07															
LM:LMSP0601FP08	LM:LMSP0601FY08															
LM:LMSP0601FB07	LM:LMSP0601FQ07															
LM:LMSP0601FB08	LM:LMSP0601FQ08															
LM:LMSP0601GA07																
LM:LMSP0601GA08																
LM:LMSP0601GU07																
LM:LMSP0601GU08																
LM:LMSP0601FR07																
LM:LMSP0601FR08																
LM:LMSP0601FZ07																
LM:LMSP0601FZ08																
LM:LMSP0601FC07																
LM:LMSP0601FC08																
LM:LMSP0601GD07																
LM:LMSP0601GD08																
LM:LMSP0601DZ07																
LM:LMSP0601DZ08																
LM:LMSP0601DU07																
LM:LMSP0601DU08																
LM:LMSP0601DS07																
LM:LMSP0601DS08																
LM:LMSP0601EA07																
LM:LMSP0601EA08																
LM:LMSP0601CG07																
LM:LMSP0601CG08																
LM:LMSP0601CI07																
LM:LMSP0601CI08																
LM:LMSP0601AO07																
LM:LMSP0601AO08																
LM:LMSP0601AN07																
LM:LMSP0601AN08																
LM:LMSP0601AM07																
LM:LMSP0601AM08																
LM:LMSP0601DG07																
LM:LMSP0601DG08																
LM:LMSP0601DQ07																
LM:LMSP0601DQ08																
LM:LMSP0601GV07																
LM:LMSP0601GV08																
LM:LMSP0601GI07																
LM:LMSP0601GI08																
LM:LMSP0601CW07																
LM:LMSP0601CW08																
LM:LMSP0601CX07																
LM:LMSP0601CX08																
LM:LMSP0601DC07																
LM:LMSP0601DC08																
LM:LMSP0601CJ07																
LM:LMSP0601CJ08																
LM:LMSP0601AR07																
LM:LMSP0601AR08																
LM:LMSP0601AQ07																
LM:LMSP0601AQ08																
LM:LMSP0601AP01																
LM:LMSP0601AP09																
LM:LMSP0601AP07																
LM:LMSP0601AP08																
LM:LMSP0601DF07																
LM:LMSP0601DF08																
LM:LMSP0601DR07																
LM:LMSP0601DR08																
LM:LMSP0601CN07																
LM:LMSP0601CN08																
LM:LMSP0601BI07																
LM:LMSP0601BI08																
LM:LMSP0601BD07																
LM:LMSP0601BD08																
LM:LMSP0601BY07																
LM:LMSP0601BY08																
LM:LMSP0601CQ07																
LM:LMSP0601CQ08																
LM:LMSP0601CV07																
LM:LMSP0601CV08																
LM:LMSP0601BN07																
LM:LMSP0601BN08																
LM:LMSP0601AX07																
LM:LMSP0601AX08																
LM:LMSP0601AV07																
LM:LMSP0601AV08																
LM:LMSP0601AW07																
LM:LMSP0601AW08																
LM:LMSP0601AH07																
LM:LMSP0601AH08																
LM:LMSP0601AY07																
LM:LMSP0601AY08																
LM:LMSP0601BW07																
LM:LMSP0601BW08																
LM:LMSP0601BV07																
LM:LMSP0601BV08																
LM:LMSP0601AU07																
LM:LMSP0601AU08																
LM:LMSP0601AT07																
LM:LMSP0601AT08																
LM:LMSP0601BL07																
LM:LMSP0601BL08																
LM:LMSP0601AS07																
LM:LMSP0601AS08																
LM:LMSP0601CC07																
LM:LMSP0601CC08																
LM:LMSP0601CK07																
LM:LMSP0601CK08																
LM:LMSP0601DD07																
LM:LMSP0601DD08																
LM:LMSP0601CB07																
LM:LMSP0601CB08																
LM:LMSP0601DE07																
LM:LMSP0601DE08																
LM:LMSP0601BS07	LM:LMSP0601CO07															
LM:LMSP0601BS08	LM:LMSP0601CO08															
LM:LMSP0601BH07																
LM:LMSP0601BH08																
LM:LMSP0601CM07																
LM:LMSP0601CM08																
LM:LMSP0601CY07																
LM:LMSP0601CY08																
LM:LMSP0601AG07																
LM:LMSP0601AG08																
LM:LMSP0601AF07																
LM:LMSP0601AF08																
LM:LMSP0601AE07																
LM:LMSP0601AE08																
LM:LMSP0601AB07																
LM:LMSP0601AB08																
LM:LMSP0601BT07	LM:LMSP0601CZ07															
LM:LMSP0601BT08	LM:LMSP0601CZ08															
LM:LMSP0601CP07																
LM:LMSP0601CP08																
LM:LMSP0601CL07																
LM:LMSP0601CL08																
LM:LMSP0601BU07																
LM:LMSP0601BU08																
LM:LMSP0601BR07																
LM:LMSP0601BR08																
LM:LMSP0601BP07																
LM:LMSP0601BP08																
LM:LMSP0601BQ07																
LM:LMSP0601BQ08																
LM:LMSP0601AI07																
LM:LMSP0601AI08																
LM:LMSP0601AD07																
